id,date,establisment,total,tip,grubhub,timePay,mileagePay,miles,bonus,acceptedAt,streetName,city,zip,canceled,popUp,type,lat,long,rating
61,7/11/2021,Saladworks,12.17,2.5,9.67,4.36,2.8,12.17,2.51,11:59:00 AM,124 Woodcutter St,Exton,19341,,,American,40.02293,-75.62919,4
62,7/1/2021,Saladworks,11.48,5.77,5.71,4.38,1.33,5.78,0,12:10:00 PM,124 Woodcutter St,Exton,19341,,,American,40.02293,-75.62919,4
63,7/13/2021,China Palace,8.45,3.49,4.96,3.27,1.69,7.35,0,7:14:00 PM,1251 West Chester Pike,West Chester,19382,,,Asian,39.96876,-75.55584,4
64,7/11/2021,China Palace,15.97,9.45,6.52,4.09,2.43,10.57,0,3:33:00 PM,1251 West Chester Pike,West Chester,19382,,,Asian,39.96876,-75.55584,4
65,7/6/2021,China Palace,8.97,4,4.97,3.47,1.5,6.52,0,8:10:00 PM,1251 West Chester Pike,West Chester,19382,,,Asian,39.96876,-75.55584,4
66,7/1/2021,China Palace,11.45,8,3.45,2.66,0.79,3.43,0,5:52:00 PM,1251 West Chester Pike,West Chester,19382,,,Asian,39.96876,-75.55584,4
67,6/25/2021,China Palace,7.73,2,5.73,2.88,0.81,3.52,2.04,6:03:00 PM,1251 West Chester Pike,West Chester,19382,,,Asian,39.96876,-75.55584,4
68,6/24/2021,China Palace,8.49,3.05,5.44,3.34,1.12,4.87,0.98,7:09:00 PM,1251 West Chester Pike,West Chester,19382,,,Asian,39.96876,-75.55584,4
69,6/22/2021,China Palace,8,5,3,2.37,0.63,2.74,0,6:40:00 PM,1251 West Chester Pike,West Chester,19382,,,Asian,39.96876,-75.55584,4
70,6/22/2021,China Palace,14.45,9,5.45,4.03,1.42,6.17,0,4:23:00 PM,1251 West Chester Pike,West Chester,19382,,,Asian,39.96876,-75.55584,4
71,7/15/2021,Philly Pretzel,14.51,9.23,5.28,3.89,1.39,6.04,0,12:49:00 PM,126 Eagleview Blvd A,Exton,19341,,,American,40.04943,-75.66344,3.5
72,7/8/2021,Roots Cafe,10.46,6.76,3.7,3.27,0.43,1.87,0,10:38:00 AM,133 E Gay St,West Chester,19380,,,American,39.96181,-75.60303,4.5
73,6/13/2021,Roots Cafe,11.43,9.43,2,1.81,0.19,0.83,0,12:10:00 PM,133 E Gay St,West Chester,19380,,,American,39.96181,-75.60303,4.5
74,6/25/2021,Farm and Crave,8.94,2.93,6.01,2.81,1.06,4.61,2.14,5:32:00 PM,134 E Gay St,West Chester,19380,,Yes,n/a,39.96181,-75.60303,n/a
75,7/15/2021,Duck Donuts,8.49,4.41,4.08,3.06,1.02,4.43,0,11:01:00 AM,1353 Wilmington Pike,West Chester,19382,,,Fast Food,39.90362,-75.56366,3.5
76,7/7/2021,El Limon,10.17,3.73,6.44,4.11,2.33,10.13,0,12:47:00 PM,1371 Wilmington Pike,West Chester,19382,,,Mexican,39.90406,-75.56283,4
77,7/2/2021,El Limon,22.55,15.61,6.94,4.95,1.99,8.65,0,5:48:00 PM,1371 Wilmington Pike,West Chester,19382,,,Mexican,39.90406,-75.56283,4
78,7/2/2021,El Limon,19.49,14.31,5.18,3.47,1.71,7.43,0,4:33:00 PM,1371 Wilmington Pike,West Chester,19382,,,Mexican,39.90406,-75.56283,4
79,6/25/2021,El Limon,17.94,9.32,8.62,4.65,2.97,12.91,1,4:04:00 PM,1371 Wilmington Pike,West Chester,19382,,,Mexican,39.90406,-75.56283,4
80,6/24/2021,El Limon,6,4,2,1.7,0.3,1.31,0,5:58:00 PM,1371 Wilmington Pike,West Chester,19382,,,Mexican,39.90406,-75.56283,4
81,6/24/2021,El Limon,11.84,4,7.84,4.79,3.05,13.26,0,5:58:00 PM,1371 Wilmington Pike,West Chester,19382,,,Mexican,39.90406,-75.56283,4
82,7/14/2021,Wasabi2,8.42,4.59,3.83,2.66,1.17,5.09,0,11:01:00 AM,1375 Dilworthtown Rd,West Chester,19382,,,Asian,39.90393,-75.56262,4.5
83,7/2/2021,Wasabi2,14.72,10.17,4.55,3.74,0.81,3.52,0,6:42:00 PM,1375 Dilworthtown Rd,West Chester,19382,,,Asian,39.90393,-75.56262,4.5
84,6/27/2021,Wasabi2,14.78,5,9.78,4.26,2.46,10.7,3.06,5:07:00 PM,1375 Dilworthtown Rd,West Chester,19382,,,Asian,39.90393,-75.56262,4.5
85,6/18/2021,Wasabi2,12.84,7.2,5.64,3.68,1.96,8.52,0,2:00:00 PM,1375 Dilworthtown Rd,West Chester,19382,,,Asian,39.90393,-75.56262,4.5
86,7/15/2021,Pita Pit,6.27,1.2,5.07,2.9,1.3,5.65,0.87,10:27:00 AM,139 W Gay St,West Chester,19380,,,Mediterranean,39.95983,-75.60733,4
87,6/24/2021,Pita Pit,9.24,4.98,4.26,3.03,1.23,5.35,0,6:35:00 PM,139 W Gay St,West Chester,19380,,,Mediterranean,39.95983,-75.60733,4
88,7/11/2021,Enzo's Italian,12.78,4.93,7.85,2.07,0.78,3.39,5,6:17:00 PM,1400 Wilmington Pike,West Chester,19382,,,Italian,39.90082,-75.56365,3.5
89,7/8/2021,Enzo's Italian,9.12,7,2.12,1.24,0.88,3.83,0,6:52:00 PM,1400 Wilmington Pike,West Chester,19382,,,Italian,39.90082,-75.56365,3.5
90,7/8/2021,Enzo's Italian,12.27,7.72,4.55,3.3,1.25,5.43,0,6:52:00 PM,1400 Wilmington Pike,West Chester,19382,,,Italian,39.90082,-75.56365,3.5
91,7/6/2021,Enzo's Italian,12.6,4.89,7.71,4.9,2.81,12.22,0,6:52:00 PM,1400 Wilmington Pike,West Chester,19382,,,Italian,39.90082,-75.56365,3.5
92,7/6/2021,Enzo's Italian,18.23,10.88,7.35,4.71,2.81,11.48,0,6:12:00 PM,1400 Wilmington Pike,West Chester,19382,,,Italian,39.90082,-75.56365,3.5
93,7/2/2021,Enzo's Italian,6,4,2,1.43,0.57,2.48,0,5:09:00 PM,1400 Wilmington Pike,West Chester,19382,,,Italian,39.90082,-75.56365,3.5
94,7/2/2021,Enzo's Italian,12.06,7,5.06,3.29,1.77,7.7,0,5:09:00 PM,1400 Wilmington Pike,West Chester,19382,,,Italian,39.90082,-75.56365,3.5
95,6/24/2021,Enzo's Italian,13.6,6.87,6.73,4,2.73,11.87,0,5:20:00 PM,1400 Wilmington Pike,West Chester,19382,,,Italian,39.90082,-75.56365,3.5
96,6/22/2021,Enzo's Italian,11.74,5.95,5.79,3.83,1.96,8.52,0,6:09:00 PM,1400 Wilmington Pike,West Chester,19382,,,Italian,39.90082,-75.56365,3.5
97,7/2/2021,Wawa,5.37,2,3.37,2.95,0.42,1.83,0,12:24:00 PM,1413 Wilmington Pike,West Chester,19382,,,Fast Food,39.90076,-75.56221,2
98,6/25/2021,Wawa,9.36,5,4.36,2.82,1.54,6.7,0,3:49:00 PM,1413 Wilmington Pike,West Chester,19382,,,Fast Food,39.90076,-75.56221,2
99,6/24/2021,Dunkin',9.21,4,5.21,3.62,1.59,6.91,0,12:04:00 PM,1500 Paoli Pike,West Chester,19380,,,Fast Food,39.98975,-75.55007,4.5
100,7/11/2021,Wawa,8.59,3,5.59,3.35,2.24,9.74,0,6:17:00 PM,1501 West Chester Pike,West Chester,19382,,,Fast Food,39.96767,-75.52702,n/a
101,6/24/2021,Wawa,7.75,3.68,4.07,2.64,1.43,6.22,0,1:28:00 PM,1502 West Chester Pike #1,West Chester,19382,,,Fast Food,39.96767,-75.52702,n/a
102,7/11/2021,Dairy Queen,6.12,3.12,3,2.51,0.49,2.13,0,5:40:00 PM,1502 West Chester Pike #2,West Chester,19382,,,Fast Food,39.96541,-75.52557,4
103,7/3/2021,Burger King,8.73,5,3.73,2.64,1.09,4.74,0,3:53:00 PM,1502 West Chester Pike #2,West Chester,19382,,,Fast Food,39.96541,-75.52557,1.5
104,6/30/2021,Burger King,7.42,3.54,3.88,2.26,0.62,2.7,1,12:49:00 PM,1502 West Chester Pike,West Chester,19382,,,Fast Food,39.96541,-75.52557,1.5
105,7/1/2021,Delco's Original Steaks,17.36,5,12.36,5.42,2.14,9.3,4.8,6:35:00 PM,152 Painters Crossing,Chadds Ford,19317,,,Fast Food,39.88249,-75.5493,1
106,7/15/2021,Wendy's,10.62,5,5.62,3.64,1.98,8.61,0,11:41:00 AM,153 Swedesford Rd,Exton,19341,,,Fast Food,40.03453,-75.62668,1
107,7/15/2021,Tsaocaa,8.72,4.06,4.66,2.99,1.67,7.26,0,1:19:00 PM,18 N High St,West Chester,19380,,,Drinks,39.96042,-75.60517,5
108,7/13/2021,Tsaocaa,9.77,4.13,5.64,4.29,1.35,5.87,0,4:51:00 PM,18 N High St,West Chester,19380,,,Drinks,39.96042,-75.60517,5
109,6/25/2021,Tsaocaa,12.28,1,11.28,2,0.21,0.91,9.07,7:32:00 PM,18 N High St,West Chester,19380,,,Drinks,39.96042,-75.60517,5
110,6/17/2021,Tsaocaa,9.95,4.57,5.38,3.76,1.62,7.04,0,3:27:00 PM,18 N High St,West Chester,19380,,,Drinks,39.96042,-75.60517,5
111,7/13/2021,Wawa,8.86,3.74,5.12,3.53,1.59,6.91,0,6:19:00 PM,2 East Rhoads Ave,West Chester,19380,,,Fast Food,39.94394,-75.5916,1
112,7/9/2021,Wawa,8.43,3.98,4.45,3.04,1.41,6.13,0,12:59:00 PM,2 East Rhoads Ave,West Chester,19380,,,Fast Food,39.94394,-75.5916,1
113,7/8/2021,Wawa,5.55,2.55,3,2.7,0.3,1.3,0,1:09:00 PM,2 East Rhoads Ave,West Chester,19380,,,Fast Food,39.94394,-75.5916,1
114,7/8/2021,Miss Winnie's,9.09,2,7.09,3.97,2.06,8.96,1.06,4:37:00 PM,211 E Market St,West Chester,19382,,,Caribbean,39.96146,-75.60142,4.5
115,7/8/2021,Miss Winnie's,7.02,3.86,3.16,2.7,0.46,2,0,1:19:00 PM,211 E Market St,West Chester,19382,,,Caribbean,39.96146,-75.60142,4.5
116,7/8/2021,Miss Winnie's,7.79,4.79,3,2.69,0.31,1.35,0,11:22:00 AM,211 E Market St,West Chester,19382,,,Caribbean,39.96146,-75.60142,4.5
117,7/13/2021,Bon Bon Sushi,7.25,5.25,2,0.26,0.09,0.39,0,6:19:00 PM,22 N Darlington St,West Chester,19380,,,Asian,39.95912,-75.60759,4.5
118,7/13/2021,Bon Bon Sushi,6.8,3.8,3,2.64,0.36,1.57,0,6:19:00 PM,22 N Darlington St,West Chester,19380,,,Asian,39.95912,-75.60759,4.5
119,7/8/2021,Bon Bon Sushi,8,5,3,2.68,0.32,1.39,0,11:35:00 AM,22 N Darlington St,West Chester,19380,,,Asian,39.95912,-75.60759,4.5
120,7/1/2021,Bon Bon Sushi,6.89,3.85,3.04,2.42,0.44,1.91,0.18,5:26:00 PM,22 N Darlington St,West Chester,19380,,,Asian,39.95912,-75.60759,4.5
121,6/25/2021,Bon Bon Sushi,11.55,4.94,6.61,2.94,0.89,3.87,2.78,5:32:00 PM,22 N Darlington St,West Chester,19380,,,Asian,39.95912,-75.60759,4.5
122,6/24/2021,Bon Bon Sushi,9.04,4.48,4.56,3.22,1.34,5.83,0,11:34:00 AM,22 N Darlington St,West Chester,19380,,,Asian,39.95912,-75.60759,4.5
123,7/1/2021,Playa Bowls,11.52,5.25,6.27,4.59,1.68,7.3,0,9:57:00 AM,22 S High St,West Chester,19382,,,Drinks,39.95944,-75.60422,4.5
124,6/22/2021,Playa Bowls,9.8,4,5.8,4.12,1.68,7.3,0,12:00:00 PM,22 S High St,West Chester,19382,,,Drinks,39.95944,-75.60422,4.5
125,6/13/2021,Playa Bowls,7.6,5.6,2,1.55,0.45,1.96,0,2:36:00 PM,22 S High St,West Chester,19382,,,Drinks,39.95944,-75.60422,4.5
126,6/13/2021,Playa Bowls,14.63,10.7,3.93,2.84,1.09,4.74,0,2:36:00 PM,22 S High St,West Chester,19382,,,Drinks,39.95944,-75.60422,4.5
127,6/25/2021,Pho Life,8.43,4.51,3.92,2.95,0.97,4.22,0,4:59:00 PM,237 E Gay St,West Chester,19380,,,Asian,39.96241,-75.60153,4
128,6/22/2021,Pho Life,4.9,2.9,2,1,0,0,1,5:50:00 PM,237 E Gay St,West Chester,19380,,,Asian,39.96241,-75.60153,4
